id,nomination_type,game_id,user_id,description,theme_id,is_winner
290,0,266,46,"Gunstar Heroes is a run and gun game played from a side-scrolling perspective and can be played in single-player, or cooperatively with a partner.",18,1
291,0,267,58,"The end result of the infamous sonic crackers, which doesn’t include sonic; a platform game where you control two sonic characters joined by the love-it-or-hate-it elastic ring system",18,0
292,0,268,59,"Fire Emblem Gaiden follows the battles of two opposing armies on the continent of Valentia, which is torn apart by political strife involving the princess Celica and her childhood friend Alm. The 3DS remake, Shadows of Valentia, is available in English and much more playable with QoL features, but requires a 3DS or Citra. ",18,0
293,0,269,28,"A young boy named Link was raised in the village of the elf-like Kokiri people. One day a fairy named Navi introduces him to the village's guardian, the Great Deku Tree. The tree has been cursed by a mysterious man from the desert. Now, in a race against time, Link must get the Triforce before this mysterious evil-doer does. ",18,0
294,0,270,11,You are a young boy who has a yellow rodent friend who follows you on a journey to collect badges by fighting your enslaved animal friends. ,18,0
295,0,271,60,"Play as Bubble and Squeak on the planet Grool, a planet inhabited by mostly short, anthropomorphous felines and work together as Bubble climbs on Squeak's shoulders as well as delivering commands like 'follow' and 'wait' to help each other through the levels in this classic platform game.",18,0
296,0,83,12,"Sucked into your digital pet toy, welcome to the Digital World, where you and your sole Digimon Partner must help save File Island and uncover the mystery of why Digimon are losing their memory and going feral. If you help them, they may just assist you on your quest by offering services and building shops in town!",18,0
297,0,272,37,Help two alien rappers who crash-landed on earth find the pieces of their spacecraft in this roguelike from before anyone used that word!,18,0
298,0,134,9,"Travel the wild, beautiful and dangerous DK Island, in search of King K Rool and DK’s stolen banana hoard, with Donkey Kong and his sidekick Diddy Kong.",18,0
299,0,273,2,"This pinnacle of pink puff platforming premiered partners! Kirby Super Star contains a half-dozen mini Kirby adventures, and lets you bring a co-cop couch partner along as a “Helper” character. This surprisingly deep platformer has enough secrets to keep you constantly coming back for more, and features over twenty unique copy abilities to learn and master! The DS remaster adds a few more game modes and updated pixel art graphics.",18,1
300,0,274,61,"This is by far the funniest game I have played that most haven't, wonderful romp of 2 best(?) friends finding a lost love for Trixie the Giraffe-neck girl from Scranton.",18,0
301,0,275,10,A game about Ratchet and Clank as they are interrupted from their vacation to search for a kidnapped girl and encounter a forgotten race known as the Technomites! 3D PSP/PS2 platforming with a duo of kick ass friends!,18,0
302,0,276,62,"You play as Ellie, a human lost in the Monster World. With the help of your monster buddy Chomp, you try to find your way back home. It is a fun platformer with elements of monster raising.",18,0
303,0,277,13,"The first, and best Mario Sports RPG, even better is you’re not stuck playing as Mario. Choose your character and embark of a fantastic RPG trip through Tennis Academy, playing Singles or Doubles with your trusty partner, as you climb through the ranks and win some tournaments!",18,0
304,0,278,62,"To quote a review by Ed Driscoll, which best sums up this game, ""...if you simply enjoy shooting evil robots in electrified mazes, then look for this at your local store.""",19,0
305,0,279,63,"The first is the original, the best one, the hardest! Destroy all the mechabosses and absorb their powers!",19,0
306,0,280,37,"Snatcher is a cyberpunk graphic adventure game developed and published by Konami. It was written and designed by Hideo Kojima and first released in 1988 for the PC-8801 and MSX2 in Japan. Snatcher is set in a future East Asian metropolis where humanoid robots dubbed ""Snatchers"" have been discovered killing humans and replacing them in society. The game follows Gillian Seed, an amnesiac who joins an anti-Snatcher agency in search of his past. Gameplay takes place primarily through a menu-based interface through which the player can choose to examine items, search rooms, speak to characters, explore a semi-open world, and perform other actions.",19,1
307,0,281,64,"I have fond memories of playing this with the neighbor kid. There are several versions of the game the original was released by Atari in 1988. Ironically, it’s supposed to be taking place in the year 2022.",19,0
308,0,28,42,Robots! Gravity flipping! Outer-space tech bases! Gravity flipping! Impressive mechanical designs for NES! Gravity Flipping! Lasers! Gravity flipping! Action-platforming!,19,0
309,0,282,54,"The blue robot you've always loved, but this time with an upgrade that later on became iconic: the Mega Buster! Don't miss on this classic game.",19,0
310,0,283,53,,19,0
311,0,284,2,"Bust out your Super Scope and climb into your Standing Tank in this classic light gun shooter! Anubis' reign of terror has to be stopped, but you'll have to make it through the cutthroat ""Battle Game"" in order to challenge him. Do you have what it takes to be the gunner of the world's only co-piloted ST? Find out in this surprisingly touchscreen-friendly hidden gem!",19,0
312,0,285,65,"The game follows Mega Man as he pursues his arch-enemy Dr. Wily, whose most recent ploy for world domination involves the theft of an experimental time machine. Mega Man confronts both Wily and a number of enemies from his past, including a new and mysterious robot named Quint.",19,0
313,0,286,66,"The player chooses one of seven playable characters, all of whom separately embark on a quest to locate seven magical runes.As the player progresses through the game from one town to the next, they encounter the other six characters on multiple occasions. The player may partner with one of the other playable characters to fight as a team, and they may also fight against other playable characters for the runes.",19,0
314,0,287,6,"An RTS where you battle the computer for dominance over your island nations. Soften the enemy up with missiles,  then bring on the pain by sending in your Metal Marine mechs to mop up. But don't forget your missile defense systems to prevent the enemy from doing the same to you.",19,0
315,0,288,35,Take control of the ECO35-2 Cyborg as he confronts the Supervisor’s minions across the vast facilities of Electrocorp.  This 2D fighting game was hyped at the time for its advanced graphics…and turned out to be considered one of the worst games ever made.  It also features music by Queen’s guitarist Brian May.,19,0
316,0,289,48,"What fits better in the robot theme than mechs beating each other into piles of scrap metal? In this fighting game, you take control of one of the pilots operating a wide variety of giant fighting robots to square off in hazardous arenas. There might be not fancy finishers or gore, but only one can stand in triumph while the loser must fall!",19,0
317,0,290,15,"This switch up from the Schmup style of the regular series sees the player controlling one of three characters: Twinbee, Winbee, or Gwinbee. Punch, power up a special attack and fire yourself across this platforming adventure game with momentum based movement and tons of secrets to find. ",19,0
318,0,291,10,Get your zords out and fight all the evil Rita can throw at ya!,19,0
319,0,235,45,"A giant robot rabbit (""Robbit"", if you're nasty) jumps around, shoots stuff, and eats carrots.",19,0
320,0,292,67,"Hop in and out of Mechs and take down the DARK AXIS military force in this late SNES release with cutscenes on par with what you would see on the SegaCD at the time! Many confuse this with Cybernator, but it is a later release from a different team!",19,0
321,0,293,68,"Virtual On: Cyber Troopers (電脳戦機バーチャロン, Dennō Senki Bācharon) is a 1996 action video game developed and published by Sega. A 3D shooting[8] and fighting game featuring robots, it was released in arcades and for Sega Saturn and PC, in both America and Japan. There were also two-player online versions of the game released in America and Japan for the Sega Saturn using the NetLink and XBAND services. Initially the game was to be released under the title ""Virtual On"" in Japan and ""Cyber Troopers"" in North America,[10] but ultimately these two names were combined into a single title for both regions.",19,0
322,0,294,69,This game is the second entry into the Front Mission Series and is a side-scrolling action RPG. It was only released in Japan however fortunately there is a full fan translation. Fun mech battles and lots of upgrades to your mechs. What's not to love!,19,0
323,0,295,162,"What's better than a game all about robots? How about a game that has actual characters and then some robots? The fifth Goemon game and the second to be released in English-speaking countries, this is the first one to go 3D. You don't need to have played others to enjoy this amazing game",19,0
324,0,296,70,Shoot! Strafe! Scuttle along walls! And ceilings alike! Breach through government compounds and witness the journey of one robotic insect and his quest to find true love. ,19,0
325,0,297,7,"Join Marina, a robotic maid on here 2-D sidescrolling journey while grabbing, “shake-shake”ing, and throwing objects to save her kidnapped creator.",19,0
326,0,298,28,"An action adventure spin off of the blue bomber compared to its usual precise platforming. In a world covered almost entirely in water, there exist small islands that hide huge treasures. And where there's treasure, you can find treasure hunters called Diggers, who live for the thrill of the hunt...",19,0
327,0,205,71,"You pilot big ole mechs, what's more mecha march that that?",19,0
328,0,210,72,"Solid Snake, retired special forces soldier, must infiltrate a terrorist hijacked nuclear weapons facility to rescue hostages, prevent a nuclear strike, and unravel the mysteries surrounding Metal Gear in this genre-defining title for the original PlayStation.",19,0
329,0,299,32,"Space Station Silicon Valley is a platform game that is viewed from a third-person perspective. Players traverse several different environments to advance through the game. During the game, players control Evo—a robot who is reduced to a crawling microchip during a ship crash. In order to survive, players attack animals, which disables them and allows players to assume control of their bodies.",19,0
330,0,201,27,"Xenogears follows protagonist Fei Fong Wong and several other freedom fighters. Facing issues such as slavery, war, and prejudice, they must fight back a corrupt system on their war-torn planet and uncover the truths behind mysterious forces operating in their world, using the powers of giant fighting robots known as Gears.",19,0
331,0,300,9,"Right about now it’s time to rock with the biggity Buck Bumble. Bump to the bump to the bump to the bass, bump to the bump to the Bumble!",19,0
332,0,301,73,"Originally billed as a GBC pokémon knockoff, a unique battle system made this mech battler really interesting! ",19,0
333,0,302,11,"A robot egg with a sleeping man inside that is over 5000 years is discovered. You play this egg and you get activated in this game with beautiful hand drawn graphics full of exploration. But wait! The boss battles are 3D! Vote this egg-cellent game, yolk won’t regret it",19,0
334,0,303,23,"Yokosuka, Japan, 2112 AD. Young student Kazuki Takemura works as a test pilot for military battle Wanzers, mechanized walking robots, and is swept up in a plot of conflicting loyalties and attacked by various factions. A large explosion, a wanzer theft, his sister Alysia being hunted, rumors of a powerful weapon, and accusations of involvement by agents of both the OCU and the USN all make the situation more complicated. ",19,0
335,0,304,58,"An absolute classic and a key part of 3D platforming history which still holds up today. One of the most iconic mascots in gaming, in this adventure Rayman is taking on robot pirates. Robot. Pirates. Could that be any cooler?",19,1
336,0,305,74,Fight robots and aliens as Buzz Lightyear across different planets to take down the Evil Emperor Zurg.,19,0
337,0,306,75,"The world of Zi is warped by an accident involving the Time-Space Transmission unit, merging the timelines so that the first three anime, Zoids VS, Liger Silver Beast, and the events directly after the first Zoids Saga game are all occurring simultaneously. The game follows 'Zeru' and Juno as they attempt to foil the efforts of the Backdraft Group and the Terra Geist organization, along with restoring the timelines to their original states.",19,0
338,0,307,13,Medabots is an incredibly interesting active Turn Based RPG with an emphasis on collection. Insert different AI medals which have different abilities into your Medabot chassis and go collect new parts to upgrade and customise your partners. Figure out the nefarious plans of the Rubber Robos and stop them in their tracks!,19,0
339,0,308,51,"The first in a series of games set 100 years after the Mega Man X series. you play as the legendary Zero, who has awakened after a century of sleep to aid a resistance group against Neo Arcadia, who are trying to wipe out all androids.",19,0
340,0,309,50,Star Wars: Knights of the Old Republic (KOTOR) is an  RPG video game based on the fictional universe of Star Wars by George Lucas set four thousand years before the films.,19,0
341,0,310,20,"Launch your robot into deadly combat in the Holosseum. The arena is virtual, but the blows are very real.",19,0
342,0,311,29,"You are the tiny robot, Chibi-Robo, and you will do everything within your power to bring happiness to the Sanderson household. (Runs great on RP2+!)",19,0
343,0,23,34,Take a spin as Jill in her trusty Drill Dozer through this puzzle platformer. Game Freak took a break from pumping out pokémon  to craft this gem for GBA. Fight thought rival gangs to retrieve the Red Diamond and reign over all the bandit groups. ,19,1
344,0,312,59,"Super Robot Wars Original Generation (スーパーロボット大戦ORIGINAL GENERATION Sūpā Robotto Taisen ORIGINAL GENERATION) is a tactical role-playing game for the Nintendo Game Boy Advance, developed and published by Banpresto in Japan, and later localized by Atlus in North America as Super Robot Taisen Original Generation. This is basically Fire Emblem in space with Gundams. You know you want to vote for this.",19,0
345,0,313,12,"If you've never tried Armored Core, 3 Portable is an excellent jumping in point! Serving as a reboot of the franchise, in AC3P, the player is a mercenary in a future where humanity has been driven underground and is ruled by a powerful artificial intelligence called The Controller. Despite The Controller's rule, corporations fight each other for dominance, often enlisting mercenaries to do their dirty work. Experience fast paced 3D mecha battles with robust customization, truly making your Armored Core your own!",19,0
346,0,186,23,"OutRun is a racing game that allows the player to race across varied terrain in a readily available Ferrari, complete with a female passenger, over a series of short tracks.",20,1
347,0,314,65,"Rad Racer is a racing game in which the player races in a ""Transamerica"" race from the West Coast to the East Coast.[3] The gameplay is sprite-based, and the player controls the car from a ""behind the vehicle"" perspective.[4] At the start of the game, the player chooses between two types of car to race, either a 328 Twin Turbo or an F1 Machine, though both cars perform exactly the same.",20,0
348,0,315,2,"Can you beat the off-road legend himself? This arcade racer features a unique top down perspective, and offers a variety of challenging single-screen courses. Can you stay in the race long enough to survive the dreaded mirror tracks? Don't forget to take a break between stages to upgrade your truck!",20,0
349,0,316,63,Save your woodstock mates! You can even play with a friend!,20,0
350,0,317,76,Fantastic Dizzy‘s a platform adventure where just about every object provides the key to a puzzle elsewhere on the map.,20,0
351,0,318,58,Play as Mickey or Donald as they use their magic capes to go through the world of illusion in one of the best platformers on the genesis. This game has no right to be as good as it is.,20,0
352,0,119,77,"The game focuses on collecting information (notebooks from Miyazawa's fairy tales) and items (that are related to those fairy tales) instead of fighting monsters. The game is broken up into eight chapters, each of which tells its own story in which the player helps the denizens of Ihatovo, often featuring talking animals.",20,0
353,0,319,28,"There’s a legend that if a girl confesses her love under a tree on campus that they will be together forever. The dating sim. Don’t let that fool you, because this isn’t your shower one girl with attention and win game. It requires a good deal of management, otherwise rumors will start spreading! ",20,0
354,0,320,9,Race and perform stunts with some riderless sentient unicycles.,20,0
355,0,321,66,"When a large fire breaks out in the middle of a Christmas party at the chemical company Microtech, firemen Pete and Daniel, along with a second pair of firefighters in another part of the building, are tasked with saving civilians, putting out fires, and removing an explosive chemical called MDL from the basement of the facility.",20,0
356,0,322,20,"Noah makes the rounds on the Ark, feeding all the animals. ",20,0
357,0,323,68,"Tetris Attack is a puzzle video game. The player must use an on-screen cursor to arrange colored blocks into horizontal or vertical rows – matching together three or more blocks of the same color will destroy them. Any blocks above cleared lines will fall, which can be used to cause chain reactions if they touch other matching blocks. The player can also earn combos clearing more than three blocks in a single move. As the stage progresses, the blocks will begin to rise steadily towards the top of the screen, with new blocks generating from the bottom. Should the blocks touch the top of the playfield, the game will be over",20,0
358,0,324,5,LIVE. DIE. REPEAT.,20,0
359,0,199,12,"Get your CaRPG on! In this cute racing game based on the Japanese toy car company of the same name, (you may remember them as Penny or Gadget Racers), you'll aim for the Hyper GP as you upgrade your car with the money you earn in races. In between races, there's a huge city to explore to find new shops, 100 different events, mini games, and more!",20,1
360,0,325,48,"Ever wanted to play one of the most iconic score attack games on a colourful handheld screen? Tetris DX got you covered, so start stacking!",20,0
361,0,326,78,"The main objective of the game is to collect keys which unlock the level exits, as well as coins and jewels along the way.",20,0
362,0,327,1,"In the game, the player controls one of five snowboarders from a third-person perspective, using a combination of buttons to jump and perform tricks over eight levels.",20,0
363,0,328,53,"Play against gym leads, collect new cards and build the definitive Pokémon deck",20,0
364,0,329,37,"Pokémon is back! In pinball form! It includes two tables, the ability to catch and evolve Pokémon, and a built in rumble feature!",20,0
365,0,330,40,"Pokémon Picross is, as the name suggests, a Pokémon-filled Picross game, using a similar (if not identical) engine as Jupiter's earlier Picross 2.",20,0
366,0,331,50,Tony Hawk's Pro Skater puts the player in control of a famous skateboarder and takes place in a third-person view with a fixed camera. The goal of the game is to perform tricks and combinations thereof in an effort to increase the player's score.,20,0
367,0,332,13,"She racing, she riding, all the way to the bank!",20,0
368,0,277,54,From back when Mario sports games were still fun.,20,0
369,0,333,79,"An interesting take on the Panel de Pon / Puzzle League series, this entry is based on Gen 2's Gym League Challenge (and is the first Puzzle League title not to be remade for localization -- Japan got a pokémon game, too).",20,0
370,0,64,10,"The greatest game the PlayStation ever had the honor of running. Barbie must go around the world to recover four treasures and solve the mystery of an artifact known as the ""Mystic Mirror.""",20,0
371,0,334,74,A stealthy puzzle-platformer where you play as Ralph Wolf. Daffy Duck has declared Ralph as a new contestant on his game show where Ralph has to steal sheep from Sam Sheepdog while not being allowed to harm the sheep in any way.,20,0
372,0,115,80,"The better pokémon TCG game, featuring 3 new card sets, a more in depth storyline (as in it actually has one), and lots more to do compared to the original. The gameplay loop of collecting booster packs and building your own super deck is a very fun gameplay loop more TCG games really need to adopt. It's nice being able to play a great card game without spending your life savings!",20,0
373,0,335,6,Fantastic puzzle game with a decent story. The characters are wacky and charming. The humor is good. And the gameplay is great.,20,0
374,0,79,59,"You know how these games work. You're friends with an old man who has a farm you visited as a kid, and he sends you weird letters in the mail. One day he stops sending you mail, so you travel to Mineral Town, find that the farm has gone to pot, and discover that the Old Manbought the farm around half a year ago. You're awful for not writing more btw - you were his only friend. The mayor of Mineral Town informs the player that in the farmer's will, he left the player the farm.  You then get to have cute, non-violent, fun doing farming stuff until Rapid says you're finished.",20,0
375,0,336,27,"It's American Idol, but on the GBA. Not sure what else you need here.",20,0
376,0,337,32,"An adventure game set in the world of Hamtaro. If you've played either of the Hamtaro games, you know they're a treat. If you haven't, you're in for one",20,0
377,0,338,62,"Oh-no, the world is being overrun by colored blocks! Luckily you are there to save the day...by drilling. A fun challenging  take on the matching game with some of the cutest characters, colorful environments and catchiest songs.",20,0
378,0,339,11,"Why go to work, start a family and pay bills in the real world when you can do it in a game instead? Goodbye free time!",20,0
379,0,340,45,Falling blocks puzzle with an emphasis on timing and music. One of the greatest puzzle games OF ALL TIME!,20,0
380,0,341,7,"You are the Prince tasked by the King of All Cosmos to visit Earth and collect enough stuff to create a whole new set of stars by rolling up everything you can find into a big ball. Using the analog sticks exclusively, you'll roll the katamari around with tanklike controls.",20,0
381,0,127,34,"Step into the shoes of Phoenix Wright, somewhat competent defense attorney, in this wacky courtroom simulator. Find evidence, interrogate witness, expose their lies and find the truth!",20,1
382,0,342,81,Need for Speed: Underground Rivals is the first Need for Speed title released for the PlayStation Portable. It is a PSP spin-off of the Underground titles and follows a very similar gameplay style. (Underground 2 soundtrack!) ,20,0
383,0,343,82,,20,0
384,0,344,70,"Bounce, roll, and explore this playful, colorful, and infectiously upbeat world. Take control of their planet to help these gelatinous morphy balls who don't commit crimes protect their homeworld from ruthless assault. ",20,0
385,0,345,163,Hungry Giraffe is an endless climbing game featuring the world’s tallest and heaviest even-toed ungulate. Fill his face with junk food snacks and climb as high as you can.,20,0
386,0,346,63,You have to move inside a maze-like human body doing some stuff I never understood when I played this as a kid. Let's figure it out now,21,0
387,0,347,37,A video game adaptation of the popular Nickelodeon game show.  Answer trivia questions about 80s pop culture and play minigames to compete in physical challenges!  Defeat your opponents to win fabulous prizes in the Double Dare Obstacle Course!,21,0
388,0,348,28,"Traverse bedrooms, kitchens, sewers and construction sites as micro versions of classic horror movie monsters Frankenstein or Dracula in this addictive action platformer. ",21,0
389,0,349,42,"There's no case too big, no case too small. When you need help, just call...",21,0
390,0,350,163,"Don't let the ""kiddie"" look fool you, Pocket Fighter is a through-and-through Capcom fighter that no 2D fighting game fan should miss. ",21,0
391,0,351,54,"Based on the japanese TV show ""GameCenter CX"", on this game you'll travel back to the 80s and complete challenges in fake old games. No touch screen required!",21,0
392,0,155,59,"Battle Network follows a young boy named Lan Hikari and his NetNavi MegaMan.EXE as they solve a series of crimes instigated by the ""WWW (World Three)"" organization. In this part of the Mega Man Multiverse, research was focused on network architecture and AI instead of robotics. Dr. Hikari (aka Dr. Light) invented the PET (PErsonal Terminal), a small computer which is used similarly to a cellular phone or PDA and which contains a customizable artificial intelligence complete with emotions, known as a NetNavi (short for Network Navigator).",21,0
393,0,352,9,"Cool Spot was ranked 88th on Complex's 'Best Super Nintendo Games of All Time' list, which praised the game for being a 'pretty enjoyable platformer' despite blatant product placement.",21,0
394,0,353,67,"They're TINY, they're toony, they're all a little looney! In this underrated platformer you guide Bugs Bunny's favorite student Buster through over 30 levels to try and defeat Montana Max and rescue Babs Bunny.",21,0
395,0,354,51,Sentient toys! Infighting! Cultists! Mutants! Toy genocide! This and more in the child's movie tie-in that actually kinda doesn't suck from Disney/Pixar and Psygnosis. Reach for the skyyyy!,21,0
396,0,355,62,"One of the more interesting titles in the original Playstation library, Incredible Crisis follows a family who just wants to make it home to Grandma's birthday party. Unfortunately they have to deal with runaway boulders, office dance competitions, bank robbers,  giant teddy bears, shrink rays and more in their effort to reach the party.",21,0
397,0,356,7,"The King of mini-games, the first installment of this wacky series. Wario sets out to make a game joined by his friends. Each stage has a different theme, my favorite being the taxi ride with amazing aesthetic city pop music in the background.",21,1
398,0,357,81,"Henry the Hyperactive Flea just can't stop jumping! In this hardcore, old-school 2D platformer, designed with classic 8-bit platforms in mind, you'll navigate assorted hairy beasts, suck blood and fulfil Henry's life goals of... whatever is that fleas dream about. Probably more jumping and sucking blood.",21,0
399,0,358,162,Murder little animals because they're too stupid to know to breathe without being told to.,21,0
400,0,359,65,,21,1
401,0,360,66,"Headbutt on the ground as well as in mid-air. He'll even be able to destroy certain walls that get in his way, not to mention shrink or transform into the super-sized Super Bonk. You'll quickly find that these added transformations become crucial in being able to navigate some of the trickier sections of levels. The bonus levels make a return as well and this time around there are a huge number of them to tackle, each with a different overall goal in mind.",21,0
402,0,241,15,"Put down all the dominos as the titular, always running Mr. Domino....then knock them down! The ultimate goal for Mr. Domino ? Finding his way in life as a two part numbered tile...finding peace of mind....becoming a regular domino! And no one will stop him. No one can.",21,0
403,0,361,13,"Tekken 3 is a damn near-perfect game. It comes with three modes, Arcade, Tekken Force, and Beach Volleyball. I call Armour King!",21,0
404,0,362,34,"The seventh game (probably?) in the iconic Final Fantasy series is a classic for the ages. Guide Cloud Strife and his group of ""definitely not terrorists"" on their mission to save the world. And maybe do some Chocobo Racing on the way. ",21,0
405,0,363,23,Beavis and Butt-Head in Virtual Stupidity is a point-and-click adventure where the player can control both characters as they attempt to join Todd's gang. The gameplay also includes inventory-based puzzles including mini-games and hidden music videos.,21,0
406,0,123,68,"Rhythm Tengoku is the first title of four within the Rhythm Heaven series. Rhythm Tengoku includes wacky rhythm minigames and quirky sound remix ""bosses"" at the end of each minigame rhythm set! Please join me in shooting ghosts, plucking onion hairs, and capturing microorganisms with this creatively fun title!",21,0
407,0,364,50,"A Bug's Life is a platform game in which the player controls Flik the Ant throughout settings and a storyline based on the namesake film. The game is divided into five distinct ""lands"" consisting of three levels each.  To complete a level, the player must either find an exit, complete a goal or defeat a boss character.",21,0
408,0,365,74,"Complete quests as Mario, Luigi, Peach, or Yoshi to collect over 120 minigames that were scattered across Shroom City by Bowser.",21,0
409,0,366,76,"You'll pilot an adorable little character named Sackboy through a bevy of missions that have you running, jumping and grabbing from one side of the screen to the other. ",21,0
410,0,367,21,"Micro Machines V3 is a racing video game. Players control toy cars a few centimeters long in everyday environments: kitchen table, bedroom, pool table, beach, pond, etc. The various objects in these environments act as obstacles and stepping stones that vehicles can use. And there are ""mario kart like"" power up 😉",21,0
411,0,343,27,"You're a tiny little prince, and your goal is roll up katamari's from very small objects all the way up to entire continents.",21,0
412,0,368,83,Classic DS game with 70+ minigames spanning over five themed game boards,21,0
413,0,369,84,"A collection of quick challenges based on various NES/Famicom, From strange twists like beating a Super Mario Bros. level with Ice physics to doing challenges based on one game with a character from another.",21,0
414,0,370,70,"Take control of lone space ranger Buzz Lightyear as he traverses countertops, backyards, toy stores, and other hostile landscapes to rescue his pal Woody. ",21,0
415,0,371,11,"You are Captain Olimar, a tiny 1 inch humanoid. He has 30 days to rebuild his ship with the help of adorable Pikmin.",21,0
416,0,372,32,Chao Garden. THE mini game within a game. 'nuff said.,21,0
417,0,373,58,"A succession of 30 second RPGs. This is a charming game that’s a hidden gem on the PSP, easy to pick up and play and a lot of fun. ",21,0
418,0,374,12,"Build your tiny robot and do battle with other Custom Robos in the Holosseum! A unique action game with RPG elements that spawned a franchise. Thanks to a fan translation, now English-speakers can enjoy the original Custom Robo!",21,1
419,0,375,85,"Bulk Slash is a thrilling third person action game where you pilot a mech that can switch between walking and flying mode and graphically, is a show piece for the Saturn, proving that the hardware was capable of great looking 3D games in the right hands.",22,0
420,0,376,42,"Wild, colorful, goofy, charming shmup action in a dangerous theme park! A game in the same vein as the Parodius series.",22,0
421,0,377,34,Brawl and throw your way to victory as you slam and explode your opponents! Pick from a zany cast of crayon drawing characters in this mash up of a fighting and dodgeball game.,22,0
422,0,378,58,Royal Stone is a Japan-exclusive tactical RPG exclusive to the game gear. It has some of the best graphics on the system as well as a typical plot and some interesting battle mechanics. A chance for a game gear game to win GOTM! Also doesn’t have an English wiki page so I’ve linked more info below and attached the box art as a picture.,22,0
423,0,379,45,"Players control DeMille through the Ketchup Kingdom while talking to people, entering places and collecting items. The object of the game is to save DeMille's girlfriend, Patharan, and the Ketchup Kingdom from King Abira by going through every village to obtain the missing parts of a robot that can give anyone access into the Gimmick Palace, a tower-like structure with a tomato on it. Instead of wandering endlessly inside places or entering battles randomly, Tomato Adventure displays enemies moving around on the screen while entering battles by bumping DeMille into them.",22,0
424,0,156,54,This is the first game in the Chocobo's Dungeon series. You take on the character of Chocobo and adventure through a randomly created dungeon.,22,0
425,0,128,37,A Square RPG from the golden era that follows eight different protagonists through different periods and settings.  How do these stories converge?  Vote for it to find out!,22,0
426,0,380,11,"You are Noobow, a chocolate mascot in Japan. In this puzzle platformer you are picking up items to help your animal friends.",22,0
427,0,381,74,"Collect souls and kill angels as a demon child in this Japan-exclusive action-platformer. The game is based on the manga by Akira Toriyama, known for the Dragon Ball series.",22,0
428,0,382,81,Sassou Shounen Eiyuuden: Coca-Cola Kid is an action platformer game for the Sega Game Gear.,22,0
429,0,383,7,Adventure with the sword wielding princess to get back big sparkly magic jewel from the demon king. ,22,0
430,0,384,27,You're Pepsiman and you're here to make sure that the people get the Pepsi that they so badly need.,22,0
431,0,385,80,"Unlike the first Megami Tensei, which was a loose adaptation/psuedo sequel to the books of the same name. Megami Tensei II is the root of what the franchise becomes later, a post-apocalyptic story of battles of raging gods and demons, and to most, the first really great game in the Megami Tensei game franchise.",22,0
432,0,386,59,"The story follows Roy, a young nobleman from the small independent nation of Pherae as he leads a growing army against the forces of King Zephiel of the kingdom of Bern, who is gradually taking over Elibe with the aid of a mysterious power. As with other Fire Emblem games, battles take place on a grid-based map, with player units assigned character classes taking part in single combat with enemies and being subject to permanent death if defeated.",22,0
433,0,387,6,Cross over fighting mashup game involving Falcom’s two biggest IP’s: Ys and The Legend of Heroes: Trails in the Sky. Credited as being a title that drove PSP hardware sales in Japan. ,22,0
434,0,118,20,"This legendary RPG, originally titled Final Fantasy Tactics, takes place on the floating islands of Orelus, and follows the adventures of Byuu, leading the resistance against an evil empire. And what better way to fight an evil empire than holy dragons ?",22,0
435,0,388,9,"Is basically the game that was reskinned to become Super Mario Bros 2, but the OG form. Introduces the legendary Shy Guys enemies to the world.",22,0
436,0,119,50,"The game focuses on collecting information (notebooks from Miyazawa's fairy tales) and items (that are related to those fairy tales) instead of fighting monsters. The game is broken up into eight chapters, each of which tells its own story in which the player helps the denizens of Ihatovo, often featuring talking animals.",22,0
437,0,389,66,"The game is set on an island named Strange Island near the American Old West in the year 1880. The player must explore eight dungeons scattered throughout the world. Guns can be fired in eight directions, and strafing can be achieved via L and R buttons. The setting has anachronistic elements, such as weapons that were not present during this time period. These include Uzi machine guns, robotic turtles, flamethrowers, and bazookas.",22,1
438,0,120,12,"In the aftermath of a secret 3-day war occurring across the magical kingdom of Kovomaka, the main character and friends attend magical school Will-O-Wisp, where they can communicate with spirits. On a summer trip, a mysterious creature known as Enigma kidnaps some students and it's up to the main cast to save the day! A very cozy looking JRPG; you may remember the localized DS sequel: Magical Starsign!",22,0
439,0,390,86,"An excellent tactical role playing game in an superb series ! Employing the same fusion of tactical and real-time gameplay as its predecessors, the story runs parallel to the first game and follows the ""Nameless"", a penal military unit serving the nation of Gallia during the Second Europan War that performs black ops.",22,0
440,0,122,2,"For the Frog the Bell Tolls has you take on the role of the impetuous but good-natured Prince of Sable. As the Prince, you must save Princess Tiramisu and the desert and frog themed land of Mille-Feuille from the evil Lord Delarin… and do before your rival, the valiant Prince Richard, beats you to it.",22,1
441,0,391,163,"DoReMi is one of the best examples of a platform game on the SNES and holds its own with favourites such as Super Mario World. There is not much to fault the game on, if indeed anything at all.",22,0
442,0,392,87,"One of my favorite games of all time, and a true grandfather to the Survival Horror Genre. ",22,0
443,0,393,62,A charming mini-golf game for the Super Nintendo. It was originally released on the Stellaview satellite system. It was only available for two weeks then never released again. That is a shame considering how fun it is.,22,0
444,0,394,162,"Do you love puzzles? Do you love action? Well, have you ever played a SUPER puzzle filled with action?! Experience Chalvo 55, a game you've never heard of. Why not play something a little different? Give some love to the underdogs. Give Chalvo the love he has deserved and missed out on for over 20 years.",22,0
